UNI_ID,COURSE_NAME,TITLE,PUBLICATION_YEAR,AUTHORS,PUBLISHER,RESOURCE_TYPE
2, legal protection of international human rights ,australian human rights commission - permissible limitations on rights,,,,website
2, legal protection of international human rights ,siracusa principles on the limitation and derogation provisions in the iccpr,,,,webpage
2, legal protection of international human rights ,chapter 22: within the state,,,,chapter
2, health communication ,why health communication is important in public health,,,,article
2, language and literacies in the early years ,lecture slides. topic 8: understanding the act of reading,,,,document
2, principles of epidemiology ,chapter 3. causality,,,,chapter
2, principles of epidemiology ,causal diagrams for epidemiologic research,,,,article
2, principles of epidemiology ,chapter 6. methods for determining temporal clusters in surveillance and survey programs,,,,chapter
2, advanced surgical techniques ,distal limb and paw injuries,,,,article
2, environmental technology for sustainability ,alternative water management and self-sufficient water supplies,,,iwa publishing,book
2, environmental technology for sustainability ,environmental management for aquaculture. chapter 1,,,,chapter
2, environmental technology for sustainability ,twenty years of the hydrogen movement 1974–1994,,,,article
2, environmental technology for sustainability ,subiaco sustainable demonstration home,,,city of subiaco,audiovisualdocument
2, trusts ,a sourcebook on equity and trusts in australia,,,cambridge university press,book
2, hollywood and history ,backlash: the undeclared war against american women,,,crown,book
2, leading from strategy to operations ,chapter 2: strategy maps,,,,chapter
2, leading from strategy to operations ,chapter 4: customer management processes,,,,chapter
2," sustainability, ecology and communities ",sustainability leadership: co-creating a sustainable future,,,,article
2," sustainability, ecology and communities ",future visioning for sustainable household practices: spaces for sustainability learning?,,,,article
2, hospitality and tourism project ,writing the literature review (part one): step-by-step tutorial for graduate students,,,,audiovisualdocument
2, principles and practices in early childhood education ,educators guide to the eylf,,,,book
2, principles and practices in early childhood education ,the importance of free play in the early childhood classroom: perspectives from a teacher,,,,article
2, principles and practices in early childhood education ,play based approaches to literacy and numeracy,,,,document
2, knowledge management and organisational learning ,images of strategy,,,blackwell,book
2, environmental policy and law ,the conditions of effective implementation: a guide to accomplishing policy objectives,,,,article
2, environmental policy and law ,green nudges: do they work? are they ethical?,,,,article
2, environmental policy and law ,a ladder of citizen participation,,,,article
2, environmental policy and law ,a framework for comparing collaborative management of australian and new zealand water resources,,,,article
2, environmental policy and law ,policy studies journal,,,,journal
2, environmental policy and law ,public participation and local environmental planning: testing factors influencing decision quality and implementation in four case studies from germany,,,,article
2, environmental policy and law ,environmental policy and governance,,,,journal
2, environmental policy and law ,regulatory environmental federalism,,,,article
2, environmental policy and law ,market and non-market failures,,,,chapter
2, environmental policy and law ,"the precautionary principle in australia: policy, law and potential precautionary eias",,,,article
2, environmental policy and law ,biodiversity offsets: adequacy and efficacy in theory and practice,,,,article
2, environmental policy and law ,environment and planning c,,,,journal
2, environmental policy and law ,"environmental regulation, cost-benefit analysis, and the discounting of human lives",,,,article
2, environmental policy and law ,precaution: principles and practice in australian environmental and natural resource management,,,,article
2, information technology project management ,"global project management: communication, collaboration and management across borders",,,gower,book
2, information technology project management ,global project management,,,,webpage
2, information technology project management ,"of cannibals, kings and culture: the problem of ethnocentricity",,,,webpage
2, information technology project management ,global project manager self- assessment,,,,webpage
2, information technology project management ,the mythical man-month,,,,webpage
2, information technology project management ,how to develop work breakdown structures,,,,document
2, information technology project management ,project management and the organisational strategy,,,,document
2, information technology project management ,topic 1a - introduction to project managment: why is it important?,,,,document
2, information technology project management ,why projects fail,,,calleam consulting ltd,webpage
2, information technology project management ,avoiding it catastrophe,,,,webpage
2, experimental ,principles of instrumental analysis,,,saunders college pub.,book
2, experimental ,basic infrared spectroscopy,,,heyden,book
2, experimental ,electron spectroscopy for chemical analysis. chapter 3,,,,chapter
2, experimental ,how some simple structures were determined. chapter 6,,,,chapter
2, experimental ,"introduction to the scanning electron microscope theory, practice, & procedures",,,,document
2, introduction to philosophy ,consciousness,,,mit press,book
2, law of planning ,urban planning law,,,sweet  maxwell,book
2, law of planning ,pacesetter homes pty ltd & anor v state planning commission (1993) 84 lgera 71,,,,legalcasedocument
2, law of planning ,australian planning appeal decisions,,,law book co,journal
2, law of planning ,pinder architects pty ltd v city of stirling (1996) 92 lgera 165,,,,legalcasedocument
2, law of planning ,"planning and development act 2005 (wa), s. 191",,,,legalcasedocument
2, law of planning ,city of canning v avon capital estates (australia) ltd [2012] wasc 410,,,,legalcasedocument
2, law of planning ,"statement of environmental principles, factors and objectives | epa western australia",,,,document
2, law of planning ,guide to proceedings in the wa state administrative tribunal,,,thomson reuters professional australia limited,book
2, overseas aid and international development ,buying innocence: child-sex tourists in thailand,,,,article
2, overseas aid and international development ,"compassion fatigue: graphic, complicated stories numb readers and viewers to atrocities",,,,article
2, the innovator's mindset ,"new thinking, new choices. pages 42-52",,,,chapter
2, cognitive processes ,"coglab on a cd, 2.0",,,thomson wadsworth,book
2, renewable energy systems engineering ,chapter 21: power conditioning for photovoltaic power systems,,,,chapter
2, critical metaphysics ,science and the modern world,,,macmillan,book
2, critical metaphysics ,a treatise of human nature,,,clarendon press,book
2," ethics, responsibility and justice ",right and wrong,,,,chapter
2," ethics, responsibility and justice ",philosophical ethics,,,westview,book
2," ethics, responsibility and justice ",relativism,,,,chapter
2," ethics, responsibility and justice ",an introduction to the principles of morals and legislation,,,athlone p.,book
2," ethics, responsibility and justice ",philosophy: key themes,,,palgrave macmillan,book
2, professional nursing practice in a complex world ,continuing competence and the regulation of nursing practice,,,,article
2, professional nursing practice in a complex world ,why nurses chose to remain in the workforce: portraits of resilience,,,,article
2, inventing the future ,the unforgiving minute: how australia learned to tell the time,,,oxford university press,book
2, inventing the future ,dateline: robot love in japan,,,,audiovisualdocument
2, inventing the future ,socio-economic and humanities studies,,,,journal
2, international human rights organisations ,domestic implementation of un human rights recommendations: a guide for human rights defenders and advocates,,,,document
2, adult learning in education and work ,"daniel goleman website | coaching (leadership, emotional intelligence)",,,,webpage
2, principles of environmental impact assessment ,sustainability assessment: the state of the art,,,,article
2, principles of environmental impact assessment ,"what is impact assessment? some personal reflections c. p. wolf (1933–2015), edited posthumously by adrian c. hayes",,,,article
2, principles of environmental impact assessment ,environment and planning a: economy and space,,,,journal
2, principles of environmental impact assessment ,advancing scoping practice in environmental impact assessment: an examination of the brazilian federal system,,,,article
2, principles of environmental impact assessment ,cumulative impact assessments and bird/wind farm interactions: developing a conceptual framework,,,,article
2, principles of environmental impact assessment ,avoiding climate change uncertainties in strategic environmental assessment,,,,article
2, principles of environmental impact assessment ,accounting for uncertainty factors in biodiversity impact assessment: lessons from a case study,,,,article
2, principles of environmental impact assessment ,the role of science in environmental impact assessment: process and procedure versus purpose in the development of theory,,,,article
2, principles of environmental impact assessment ,exploring the psychology of trade-off decision-making in environmental impact assessment,,,,article
2, principles of environmental impact assessment ,handbook of sustainability assessment,,,edward elgar publishing,book
2, principles of environmental impact assessment ,strategic environmental assessment in action,,,earthscan publications,book
2, principles of environmental impact assessment ,journal of environmental assessment policy & management,,,,journal
2, public sector management ,the simon/waldo debate: a review and update,,,,article
2, public sector management ,chapter 13: scientific management,,,,chapter
2, public sector management ,collaborative innovation in the public sector,,,,article
2, public sector management ,why better law-making and regulation matters,,,,audiovisualdocument
2, language for learning and teaching ,reading comprehension,,,,chapter
2, land and water management ,soil guide - a handbook for understanding and managing agricultural soils,,,department of agriculture western australia,book
2, land and water management ,interpreting soil test results: what do all the numbers mean?,,,csiro publishing,book
2, land and water management ,meteorology and atmospheric physics,,,,journal
2, land and water management ,land evaluation standards for land resource mapping,,,,document
2, land and water management ,soils and environment,,,routledge,book
2, personality and performance ,what drives adult personality development? a comparison of theoretical perspectives and empirical evidence,,,,article
2, culture and religion in asia ,the ethnography of mysticism,,,,chapter
2, culture and religion in asia ,the china quarterly,,,cambridge university pressschool of oriental and african studiesschool of oriental and african studies,journal
2, culture and religion in asia ,"water, hindu mythology and an unequal social order in india",,,,chapter
2, culture and religion in asia ,female spirituality in islam,,,,chapter
2, culture and religion in asia ,the scientific monthly,,,,journal
2, culture and religion in asia ,research note documenting religious responses to 3.11 on film,,,,article
2, culture and religion in asia ,the consecration of a buddhist image,,,,article
2, culture and religion in asia ,making “unofficial” sacred space: spirit mediums and house temples in singapore,,,,article
2, culture and religion in asia ,recycling rituals: politics and popular culture in contemporary rural china,,,,chapter
2, the developing mind ,developmental psychology: categorization inability,,,,audiovisualdocument
2, australian literature and film ,the australian legend,,,oxford u.p.,book
2, australian literature and film ,swallowed by a whale,,,,webpage
2, australian literature and film ,road to nhill,,,roadshow entertainment,audiovisualdocument
2, australian literature and film ,a conversation with illustrator shaun tan,,,,article
2, australian literature and film ,a place of punishment: no friend but the mountains by behrouz boochani,,,,webpage
2, australian literature and film ,the floating brothel: the extraordinary story of the lady julian and its cargo of female convicts bound for botany bay,,,hodder headline australia,book
2, strategic research in international markets ,attitude measurement,,,,chapter
2, strategic research in international markets ,basic marketing research: a decision-making approach,,,pearson prentice hall,book
2, aboriginal and torres strait islander perspectives across the curriculum ,"land of the little kings (nitv november 19, 2011)",,,,audiovisualdocument
2, aboriginal and torres strait islander perspectives across the curriculum ,talking gender,,,vea,audiovisualdocument
2, legal research methods for honours ,methodologies of legal research: which kind of method for what kind of discipline?,,,hart publishing,book
2, legal research methods for honours ,the maritime labour convention 2006: the seafarer and the fisher,,,,thesis
2, legal research methods for honours ,an assessment of uplift fees in australia: a means to improve access to justice or creating further problems?,,,,thesis
2, international management ,"international management behavior: text, readings, and cases. moscow aerostar - case 11",,,,chapter
2," teaching, learning and working in culturally diverse environments ",immigration from the perspective of hosts and immigrants: roles of psychological essentialism and social identity,,,,article
2," teaching, learning and working in culturally diverse environments ",redesigning instruction - chapter 6,,,,chapter
2," teaching, learning and working in culturally diverse environments ",conducting multinational research,,,american psychological association,book
2," children, families and communities ",australian bureau of statistics- people and communities,,,commonwealth of australiaaustralian bureau of statistics,webpage
2," children, families and communities ",families as a context for children,,,,chapter
2, governance and politics in the 21st century ,ideological coalitions and the international promotion of social accountability: the philippines and cambodia compared1,,,,article
2, governance and politics in the 21st century ,populism versus democracy,,,,article
2, governance and politics in the 21st century ,routledge handbook of southeast asian democratization,,,routledge,book
2, governance and politics in the 21st century ,"conflict, oppositional spaces and political representation in southeast asia",,,,chapter
2, counselling research project ,chapter 1: some very important starting information,,,,chapter
2," global governance, security and economy ",the influence of international non-state actors in multilateral and preferential trade agreements?,,,,chapter
2," global governance, security and economy ",issues and actors in the global political economy,,,palgrave macmillan,book
2," global governance, security and economy ",spectres at the point of entry: understanding state mobilities though an ontology of exclusion,,,,chapter
2, communication skills for undergraduate study ,who | world health organizations  | publications,,,,webpage
2, communication skills for undergraduate study ,global issues - takingitglobal,,,,webpage
2, communication skills for undergraduate study ,country statistics | statistics and monitoring | unicef,,,,webpage
2, communication skills for undergraduate study ,"journal of urban health, suppl. supplement",,,,journal
2, communication skills for undergraduate study ,delivering universal health coverage : a guide for policymakers,,,world innovation summit for health,document
2, communication skills for undergraduate study ,defence journal,,,,journal
2, communication skills for undergraduate study ,food security in rural uganda: assessing latent effects of microfinance on pre-participation,,,,article
2, communication skills for undergraduate study ,“the pluses of pulses”: haricot beans and women’s empowerment in ethiopia,,,,article
2, communication skills for undergraduate study ,australian indigenous social enterprise: measuring performance,,,,article
2, communication skills for undergraduate study ,"land-use/land-cover change and forest fragmentation in the jigme dorji national park, bhutan",,,,article
2, communication skills for undergraduate study ,agrekon,,,,journal
2, communication skills for undergraduate study ,context and community renewable energy development in western australia: towards effective policy and practice,,,,article
2, communication skills for undergraduate study ,monitoring and evaluating progress towards universal health coverage in ghana,,,,article
2, communication skills for undergraduate study ,corruption in india: causes and remedies,,,,article
2, communication skills for undergraduate study ,women empowerment in india: a brief discussion,,,,article
2, democracy and political change ,the end of the transition paradigm,,,,article
2, democracy and political change ,social activism in southeast asia,,,routledge,book
2, democracy and political change ,challenging southeast asian development: the shadows of success,,,routledge,book
2, contemporary asia ,the u.s. war on drugs: wasteful and counterproductive,,,,article
2, principles and processes of interventions ,lancet oncology,,,,journal
2, principles and processes of interventions ,the formulation as a collaborative conversation,,,,article
2, principles and processes of interventions ,person-centered & experiential psychotherapies,,,,journal
2, principles and processes of interventions ,the gift of therapy: reflections on being a therapist,,,piatkus books,book
2, principles and processes of interventions ,guidelines relating to procedures/assessments that involve psychologist-client physical contact,,,australian psychological society limited,book
2, principles and processes of interventions ,individual psychotherapy and the science of psychodynamics,,,butterworths,book
2, principles and processes of interventions ,daughters who care: daughters caring for mothers at home,,,routledge,book
2, principles and processes of interventions ,chapter 4: self-monitoring,,,,chapter
2, principles and processes of interventions ,management of mental disorders,,,world health organization collaborating centre for evidence in mental health policy,book
2, introduction to history ,women and gender in early modern europe - pages,,,,chapter
2, introduction to history ,reading witchcraft: stories of early english witches,,,routledge,book
2, introduction to history ,radical history review,,,marho the radical historians organization,journal
2, introduction to history ,the historical significance of the tokyo trial,,,,chapter
2, fourth year seminar ,chapter 6: the internal validity of research,,,,chapter
2, fourth year seminar ,science communication,,,,journal
2, health and society ,medical sociology,,,,article
2, health and society ,social history of medicine,,,,journal
2, sound production ,the sound reinforcement handbook,,,hal leonard publishing,book
2, sound production ,"the sound studio: audio techniques for radio, television, film and recording",,,focal press,book
2, sound production ,"mixing, recording, and producing techniques of the pros",,,course technology ptr,book
2, sound production ,the death and life of digital audio,,,,article
2, sound production ,equaliser explained,,,,webpage
2, constitutional law ,five things to know about the australian constitution,,,cambridge university press,book
2, constitutional law ,grappling with inconsistency between commonwealth and state legislation and the link with statutory interpretation,,,,article
2, constitutional law ,an overview of manner and form in australia,,,,article
2, constitutional law ,work choices: what the high court said,,,the federation press,book
2, learning and teaching in diverse educational communities ,reading educational research,,,heinemann,book
2, learning and teaching in diverse educational communities ,critical multiculturalism: uncommon voices in a common struggle,,,bergin  garvey,book
2, bioethics and law for health care leadership ,australian open disclosure framework,,,,document
2, bioethics and law for health care leadership ,chapter 13: how perceptions and emotions shaped employee silence in the case of “dr. death” at bundaberg hospital,,,,chapter
2, bioethics and law for health care leadership ,social media policy,,,nursing and midwifery board of australia,webpage
2, future learning design 2018 ,reflective teaching in higher education,,,bloomsbury,book
2, future learning design 2018 ,cwsei teaching practices inventory,,,,webpage
2, future learning design 2018 ,video clips in medical lectures: students’ perceptions and performance,,,,article
2, future learning design 2018 ,creating invitations for e-tivities,,,,audiovisualdocument
2, future learning design 2018 ,social learning in virtual learning communities,,,,chapter
2, middle east politics and security ,international relations. chapter 5,,,,chapter
2, europe under the dictators ,the anatomy of fascism,,,penguin,book
2, europe under the dictators ,the nazi capture of power,,,,article
2, europe under the dictators ,"inside nazi germany: conformity, opposition, and racism in everyday life",,,yale university press,book
2, europe under the dictators ,resistance and the third reich,,,,article
2, europe under the dictators ,hitler: 1936-45: nemesis,,,allen lane,book
2, europe under the dictators ,"european dictatorships, 1918-1945 [pp. 405-423]",,,routledge,book
2, europe under the dictators ,history and theory,,,,journal
2, business of freelancing ,the huffington post blog,,,aol inc.,journal
2, business of freelancing ,tax power for the self-employed: straightforward advice from an expert,,,sphinx pub,book
2, people and practice ,quantifying the environmental impact of ecovillages and co-housing communities: a systematic literature review,,,,article
2, people and practice ,"chapter 1: reframing the economy, reframing ourselves",,,,chapter
2," business, society and the environment ","if mayors ruled the world: dysfunctional nations, rising cities",,,yale university press,book
2, principles of wildlife health ,current therapy in reptile medicine & surgery,,,saunders elsevier,book
2, principles of wildlife health ,wildlife health: online courses through department of conservation new zealand,,,,website
2, principles of wildlife health ,nwhc bat submission guidelines (winter 2018 - 2019),,,usgs national wildlife health center,document
2, principles of wildlife health ,one health: zoonoses in the exotic animal practice,,,,article
2, principles of wildlife health ,zoonoses associated with fish,,,,article
2, principles of wildlife health ,keeping it clean! tasmanian protocol for preventing spread of infectious diseases and pests in aquatic species,,,nrm south,document
2, international marketing ,case 16.1 a case on serious problems in creating a partnership in russia,,,,chapter
2, international marketing ,keeping the global supply chain moving,,,,audiovisualdocument
2, international marketing ,"brand image evaluations: the interactive roles of country of manufacture, brand concept, and vertical line extension type.",,,,article
2, it professional practice ,lecture slides. topic 1: ethics in it - part 1,,,,document
2, it professional practice ,ethics for the information age,,,pearsonaddisonwesley,book
2, it professional practice ,cappe. centre for applied philosophy and public ethics.,,,,webpage
2, it professional practice ,acs code of professional conduct,,,australian computer society,document
2, it professional practice ,"electrical and electronics engineers, inc. (ieee)",,,,website
2, it professional practice ,ethics in ict: an australian perspective,,,pearson education australia,book
2, it professional practice ,ict goods exports (% of total goods exports) | data | table,,,,webpage
2, it professional practice ,lecture slides. topic 5: communications in practice - presentations,,,,document
2, it professional practice ,lecture slides. topic 6: resources: issues in technical writing - part 1,,,,document
2, it professional practice ,gdpr: the biggest change you’ve never heard of | information age | acs,,,,webpage
2, it professional practice ,the value of your personal data | information age | acs,,,,webpage
2, it professional practice ,beyond a system of systems methodologies,,,,article
2, it professional practice ,linguistic and cultural skills for communication in global workplaces of the 21st century,,,,chapter
2, it professional practice ,multiple dimensions of media communication skills,,,,chapter
2, energy in society ,atmospheric dust and acid rain,,,,article
2," social, games and mobile media ","in australia, drama is...a position paper prepared by the national association for drama in education",,,queensland. department of education,document
2," social, games and mobile media ",stretching the envelope for arts literacy: arguing for multiple literacies through drama and the other arts,,,,article
2," social, games and mobile media ",drama & theatre: key terms & concepts,,,stage page,book
2, theories of development ,executive summary,,,,chapter
2, science in the primary curriculum ,"chapter 1. primary science: every teacher, every child",,,,chapter
2, science in the primary curriculum ,chapter 1. differentiation pp 94-96,,,,chapter
2, people's history of south-east asia ,ho chi minh: a political biography. pages 17-70,,,,chapter
2, people's history of south-east asia ,the making of a bureaucratic elite: the colonial transformation of the javanese priyayi,,,heinemann educational,book
2, people's history of south-east asia ,sold for silver: an autobiography. pages 13-59,,,,chapter
2, people's history of south-east asia ,this earth of mankind: a novel,,,penguin books australia,book
2, people's history of south-east asia ,tradition and revolution in vietnam,,,indochina resource center,book
2, introduction to politics ,polity: an introduction to politics,,,rowman  littlefield publishers,book
2, pastoral care ,the postmodern life cycle and pastoral care and counseling,,,,article
2, pastoral care ,journal of pastoral care,,,,journal
2, energy efficient buildings ,climate data online,,,,webpage
2, energy efficient buildings ,your home technical manual - 4.7 insulation,,,"jurisdictioncommonwealth of australia corporatename department of the environment, water, heritage and the arts",article
2, energy efficient buildings ,chapter of energy efficient building design: resource book; unit 3: solar geometry and radiation,,,,chapter
2, energy efficient buildings ,your home technical manual - 7.1-7.8 water use,,,"jurisdictioncommonwealth of australia corporatename department of the environment, water, heritage and the arts",article
2, energy efficient buildings ,"unit conversion, emissions factors, and other reference data - brochure",,,epa,document
2, world religions ,beyond biblical literalism and inerrancy: conservative protestants and the hermeneutic interpretation of scripture,,,,article
2, wellbeing ,writing and designing readable patient education materials,,,,article
2, wellbeing ,health promotion board–ministry of health clinical practice guidelines: obesity,,,,article
2, public relations strategy ,social media communication matrix: a new direction in public relations,,,business expert press,book
2, public relations strategy ,"chapter 20: strategy, management, leadership, and public relations",,,,chapter
2, public relations strategy ,strategic communication: campaign planning. pages 12-22,,,,chapter
2, public relations strategy ,putting quality into the annual report; the annual report is the best public relations tool any public listed company can have. forward-looking companies recognise this and so spare no cost in producing quality annual reports to impress the readers who could be potential investors or customers,,,,article
2, principles of wildlife comparative pathology ,necropsy for suspected highly pathogenic avian influenza specimen,,,,audiovisualdocument
2, principles of wildlife comparative pathology ,amphibian medicine tutorials: necropsy techniques,,,,audiovisualdocument
2, principles of wildlife comparative pathology ,oie manual of diagnostic tests: ranavirus,,,,document
2, principles of wildlife comparative pathology ,batrachochytrium salamandrivorans sp. nov. causes lethal chytridiomycosis in amphibians,,,,article
2, principles of wildlife comparative pathology ,protozoal diseases in terrestrial mammal. chapter 17,,,,chapter
2, principles of wildlife comparative pathology ,sarcoptes scabiei: the mange mite with mighty effects on the common wombat (vombatus ursinus),,,,article
2, principles of wildlife comparative pathology ,"wildlife reservoirs of bovine tuberculosis worldwide: hosts, pathology, surveillance, and control",,,,article
2, principles of wildlife comparative pathology ,experimental parasitology,,,,journal
2, principles of wildlife comparative pathology ,tumors in sea turtles: the insidious menace of fibropapillomatosis,,,,document
2, principles of wildlife comparative pathology ,zoonoses with marine mammals factsheet,,,,document
2, principles of wildlife comparative pathology ,wildlife ecotoxicology: forensic approaches,,,springer,book
2, advanced qualitative approaches to research ,rethinking critical theory and qualitative research,,,,chapter
2, advanced qualitative approaches to research ,chaos and complexity: a framework for understanding social workers at midlife,,,,chapter
2, effective leadership ,executive excellence,,,,journal
2, sustainable tourism ,building excellence in sustainable tourism: 15 years of building excellence in sustainable tourism education network (best en) practice,,,,article
2, sustainable tourism ,chapter 4: conventional mass tourism,,,,chapter
2, sustainable tourism ,an analysis of the factors behind the citizen’s attitude of rejection towards tourism in a context of overtourism and economic dependence on this activity,,,,article
2, sustainable tourism ,chapter 4: sustainable tourism and the united nations millennium development goals,,,,chapter
2, sustainable tourism ,chapter 8: ethics in tourism,,,,chapter
2, sustainable tourism ,global code of ethics for tourism,,,,webpage
2, sustainable tourism ,proposing a sustainable marketing framework for heritage tourism,,,,article
2, nurturing creativity in the early years ,the arts in early childhood learning,,,,article
2, nurturing creativity in the early years ,art experiments: introducing an artist‐in‐residence programme in early childhood education,,,,article
2, nurturing creativity in the early years ,the hundred languages of children: the reggio emilia experience in transformation,,,praeger,book
2, nurturing creativity in the early years ,the power of the arts: evaluating a community artist-in-residence program through the lens of studio thinking,,,,article
2, nurturing creativity in the early years ,dream.plan.do. an introduction to community arts and cultural development on vimeo,,,,audiovisualdocument
2, nurturing creativity in the early years ,our projects | create,,,,webpage
2, nurturing creativity in the early years ,etc (montréal),,,,journal
2, nurturing creativity in the early years ,sustainable change: recycling strategies in contemporary art practice,,,,document
2, introduction to sociology (oua) ,sociology: a down-to-earth approach,,,pearson australia,book
2, introduction to sociology (oua) ,the penguin dictionary of sociology,,,penguin,book
2, children's literature in the classroom ,narrative patterns,,,,chapter
2, children's literature in the classroom ,fear of poetry,,,,chapter
2, global and regional sustainability ,10 default principles for capacity development,,,,chapter
2, entrepreneurial strategy ,a theory of human motivation,,,,article
2, databases ,topic 4: normalisation,,,,document
2, storytelling in australia ,filmmaker magazine,,,,journal
2, forensic anatomy and anthropology ,race and global patterns of phenotypic variation,,,,article
2, forensic anatomy and anthropology ,international journal of osteoarchaeology,,,,journal
2, bioethics and law for health care leadership ,chapter 6: the health workforce,,,,chapter
2, bioethics and law for health care leadership ,chapter 3: leadership and the care manager,,,,chapter
2, bioethics and law for health care leadership ,ethical issues of social media usage in healthcare,,,,article
2, managing in a health care environment ,a transformative framework for improving healthcare management education,,,,article
2, managing in a health care environment ,multi-level efficacy evidence of a combined interprofessional collaboration and project management training program for healthcare project teams,,,,article
2, managing in a health care environment ,the effectiveness of interventions to improve resilience among health professionals: a systematic review,,,,article
2, the developing mind ,competition as rational action: why young children cannot appreciate competitive games,,,,article
2, modelling and simulation ,mathematicians race to develop new kinds of trading instruments,,,,chapter
2, human anatomy ii ,microsurgical anatomy of the oculomotor nerve,,,,article
2, human anatomy ii ,"left ventricular anatomy: its nomenclature, segmentation, and planes of imaging",,,,article
2, documentary ,representing reality: issues and concepts in documentary,,,,chapter
2, documentary ,ultimately we are all outsiders: the ethics of documentary filming,,,,article
2, work and well-being ,the relevance of industrial and organisational psychology to contemporary organisations: how far have we come and what needs to be done post-2000?,,,,article
2, work and well-being ,theoretical issues in ergonomics science,,,,journal
2, communication research ,nursing research,,,,journal
2, introduction to the old testament ,a comparison of j and p [unpublished],,,,book
2, introduction to the old testament ,i & ii samuel: a commentary. pages 70-100,,,,chapter
2, introduction to the old testament ,"i samuel: a new translation with introduction , notes & commentary. pages 77-85, 277-309",,,,chapter
2, introduction to the old testament ,micah: a commentary. pages 127-143,,,,chapter
2, introduction to the old testament ,redaction criticism. pages 644-647,,,,chapter
2, energy economics ,competitive and contestable markets,,,,chapter
2, energy economics ,interest rate swaps,,,,chapter
2, energy economics ,capital budgeting and long-term financing decisions,,,dryden press,book
2, energy economics ,the structure of options markets,,,,chapter
2, energy economics ,an annotated reader in environmental planning and management,,,pergamon press,book
2, energy economics ,traditional cost-benefit analysis and its critique,,,,chapter
2," sustainability, ecology and communities ","tasmania together and growing victoria 
together: can state plans deliver 
environmental sustainability?",,,,article
2, academic learning skills (oua) ,"truss, lynne. 2003. “preface.” eats, shoots & leaves: the zero tolerance approach to punctuation, xvii-xxvii. new york: gotham books.",,,,chapter
2, clinical practice 5 research perspectives ,undertaking a clinical audit. chapter 7,,,,chapter
2, clinical practice 5 research perspectives ,reviewing audit: barriers and facilitating factors for effective clinical audit,,,,article
2, evidence based nursing practice ,understanding research methods for evidence-based practice in health,,,john wiley  sons australia ltd,book
2, evidence based nursing practice ,applied nursing research,,,,journal
2, evidence based nursing practice ,journal of the canadian academy of child and adolescent psychiatry,,,canadian academy of child and adolescent psychiatry,journal
2, evidence based nursing practice ,nursing clinical practice guidelines to improve care for people undergoing percutaneous coronary interventions,,,,article
2, thinking mathematically ,how to solve an equation,,,,article
2, thinking mathematically ,estimation and mental computation,,,,book
2, web strategy ,social theory after the internet,,,ucl press,book
2, advanced principles and practices in early childhood education ,devlopmentally appropriate practice,,,,document
2, computer security ,lecture slides. network security,,,,document
2, case based inquiry acute care perspectives 1 ,recovery and borderline personality disorder: a description of the innovative open borders program,,,,article
2, plant biosecurity in practice ,bug bomb - why our next terrorist attack could come on six legs,,,,article
2, plant biosecurity in practice ,agenda: a journal of policy analysis and reform,,,"faculty of economics and commerce, australian national university",journal
2, plant biosecurity in practice ,systems approaches to achieving quarantine security - chapter 15,,,,chapter
2, software development frameworks ,c# 5.0 all-in-one for dummies,,,"wiley,john wiley distributor",book
2, sustainable urban communities ,reference details for all the case studies,,,,article
2, sustainable urban communities ,1.1 saunders (2010),,,r. murdoch,article
2, sustainable urban communities ,the art of city-making,,,earthscan,book
2, sustainable urban communities ,climate design: design and planning for the age of climate change,,,"oro editions,distributed in the u.s. by publishers group west",book
2, sustainable urban communities ,cunha (2006),,,,article
2, sustainable urban communities ,city of fremantle (2018),,,,article
2, sustainable urban communities ,pimpama coomera alliance (2007),,,,document
2, comparative governance and public administration ,british and french colonial technique in west africa.,,,,article
2, comparative governance and public administration ,global governance and muslim organizations,,,palgrave macmillan,book
2, comparative governance and public administration ,toward a new public administration: the minnowbrook perspective,,,chandler publ,book
2, teaching english years 7-10 ,prospect,,,national centre for english language teaching and research,journal
2, teaching english years 7-10 ,body ritual among the nacirema,,,,article
2, special topic in sustainability ,decompressing time: a conversion project,,,,chapter
2, special topic in sustainability ,the management of everyday life,,,palgrave macmillan,book
2, special topic in sustainability ,ideal homes?: managing the domestic dream,,,,chapter
2, special topic in sustainability ,getting to green: understanding resource consumption in the home,,,,document
2, crop protection and plant biosecurity ,annual review of phytopathology,,,"annual reviews, inc",journal
2, crop protection and plant biosecurity ,chemistry of pesticides,,,wiley,book
2, crop protection and plant biosecurity ,insecticides with novel modes of action: mechanisms and application,,,springer,book
2, crop protection and plant biosecurity ,handbook of plant protection,,,kalyani publishers,book
2, sports law ,hawthorn football club ltd v harding [1988] vr 49,,,,legalcasedocument
2, sports law ,mead v southern districts football league inc [1991] hreoca 12 (20 november 1991),,,,legalcasedocument
2, sports law ,a tale of two codes: the australian football league and national rugby league drug controversies,,,,article
2," social enterprise, social innovation and profit for purpose ","as companies become purpose-led, where does that leave charities?",,,,webpage
2," social enterprise, social innovation and profit for purpose ",when collective impact has impact: a cross-site study of 25 collective impact initiatives,,,,document
2," social enterprise, social innovation and profit for purpose ",social enterprise strategy,,,,document
2," social enterprise, social innovation and profit for purpose ",infrastructure priority list,,,,webpage
2, reading reconciliation ,reconciliation,,,,audiovisualdocument
2, reading reconciliation ,the politics of suffering: indigenous australia and the end of the liberal consensus,,,melbourne university press,book
